Species Name,Invasive,Kingdom,Phylum,Class,Order,Family,Assessment ID,Red List Category,Population Trend,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024,Observations_2025
Daphniola longipenia,0,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,222462203,Endangered,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dasypyrum villosum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daucus carota,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,19412090,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daucus involucratus,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,119885735,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delichon urbicum,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,264561964,Least Concern,Stable,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
Dianthus illyricus,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Diloba caeruleocephala,0,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Not Found,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolichopoda dalensi,0,Animalia,Arthropoda,Insecta,Orthoptera,Rhaphidophoridae,70593507,Vulnerable,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dorycnium pentaphyllum,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drymadusa dorsalis,0,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,70624069,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Echinops sphaerocephalus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echium italicum,0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaphe quatuorlineata,0,Animalia,Chordata,Squamata,,Colubridae,204978521,Least Concern,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Emberiza cia,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,264574795,Least Concern,Stable,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Emberiza cirlus,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,166421322,Least Concern,Decreasing,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0
Empusa fasciata,0,Animalia,Arthropoda,Insecta,Mantodea,Empusidae,44798452,Data Deficient,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endotricha flammealis,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Epilobium hirsutum,0,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,1044291,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Erithacus rubecula,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,166350059,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Erodium cicutarium,1,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erodium malacoides,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysimum asperulum,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysimum graecum,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euphorbia chamaesyce,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euphorbia herniariifolia,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falco eleonorae,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210512489,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Falco naumanni,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210512944,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Favonius quercus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211417691,Least Concern,Stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Festuca Tourn.,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fringilla coelebs,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166409759,Least Concern,Stable,0,0,0,0,0,0,0,6,4,0,0,0,0,0,1,0,0
Fumana thymifolia,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galerida cristata,0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,264572635,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Galium L.,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium verum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,2765936,Least Concern,Decreasing,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrulus glandarius,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,196469765,Least Concern,Stable,0,0,0,0,0,0,0,2,6,0,1,0,0,0,8,1,0
Geranium columbinum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium molle,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium purpureum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium rotundifolium,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goniodiscus rotundatus,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gymnoscelis rufifasciata,0,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Hauffenia edlaueri,0,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,4788040,Data Deficient,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hedera helix,1,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,2758285,Least Concern,Stable,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Helianthemum nummularium,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hexaphylla arcadiensis,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,230588263,Least Concern,Stable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hibiscus trionum,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hieracium greuteri,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hipparchia fagi,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,245852748,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Hirschfeldia incana,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hirundo rustica,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,166369730,Least Concern,Decreasing,0,0,0,0,0,0,0,2,6,0,0,0,0,0,3,0,0
Hordeum glaucum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypaurotis Scudder,",0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hypericum empetrifolium,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum perforatum,1,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,2762472,Least Concern,Stable,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypochaeris cretensis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaea rusticata,0,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iphiclides podalirius,0,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,211130131,Least Concern,Stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jynx torquilla,0,Animalia,Chordata,Aves,Piciformes,Picidae,166212849,Least Concern,Stable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kirinia roxelana,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211394650,Least Concern,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Knautia integrifolia,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactuca viminea,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,6858103,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lampyridae,0,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lasiommata megera,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211398778,Least Concern,Stable,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Lathyrus hirsutus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,120108293,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legousia speculum-veneris,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Not Found,Unknown,Unknown,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
Libelloides lacteus,0,Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Linaria Mill.,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linaria cannabina,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166415057,Least Concern,Increasing,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0
Lindholmiola lens,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicodontidae,5012376,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum bienne,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linum strictum,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolium perenne,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,7262174,Least Concern,Stable,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus creticus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luscinia megarhynchos,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,264563469,Least Concern,Stable,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
Lycaena ottomana,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211381013,Least Concern,Unknown,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0
Lycaena phlaeas,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211390839,Least Concern,Increasing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycaena thersamon,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211419343,Least Concern,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycaenidae,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lymantria dispar,1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Lyristes plebejus,0,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Not Found,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lysimachia atropurpurea,0,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malacosoma neustria,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Malcolmia graeca,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malva neglecta,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,2764349,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malva sylvestris,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,2764355,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maniola tithonus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mantispa Illiger,",0,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Matricaria recutita,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago coronata,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7236934,Least Concern,Stable,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago falcata,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago lupulina,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7248555,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago minima,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7228433,Least Concern,Stable,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago monspeliaca,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7266817,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago orbicularis,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7249550,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago sativa,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,19402449,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanargia larissa,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211415196,Least Concern,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Melica ciliata,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilotus indicus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilotus spicatus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mentha microphylla,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merops apiaster,0,Animalia,Chordata,Aves,Coraciiformes,Meropidae,264578444,Least Concern,Stable,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Micromeria juliana,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minuartia globulosa,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morus nigra,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,61890080,Data Deficient,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muschampia Tutt,",0,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nepeta argolica,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odontites linkii,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,230588373,Least Concern,Stable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Olea europaea,1,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,12601269,Data Deficient,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ononis pusilla,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onopordum laconicum,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,228168924,Near Threatened,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oryctes nasicornis,0,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Not Found,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oryzopsis miliacea,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxylia duponchelii,0,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Not Found,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pallenis spinosa,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palpares libelluloides,0,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Papaver rhoeas,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,2764767,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papilio alexanor,0,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,211394351,Near Threatened,Decreasing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
