Species Name,Invasive,Kingdom,Phylum,Class,Order,Family,Assessment ID,Red List Category,Population Trend,Observations_2009,Observations_2010,Observations_2011,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024,Observations_2025
Parus major,0,Animalia,Chordata,Aves,Passeriformes,Paridae,264577711,Least Concern,Stable,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
Passer domesticus,1,Animalia,Chordata,Aves,Passeriformes,Passeridae,199147773,Least Concern,Decreasing,0,0,0,0,0,0,0,30,10,0,0,0,0,3,0,0,0
Passer montanus,0,Animalia,Chordata,Aves,Passeriformes,Passeridae,166399056,Least Concern,Decreasing,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Pernis apivorus,0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,210525956,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Petrorhagia illyrica,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrorhagia prolifera,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philaeus chrysops,0,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phleum subulatum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pica pica,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,264575751,Least Concern,Stable,0,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,0
Picris echioides,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picris pauciflora,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pieris rapae,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,211416733,Least Concern,Decreasing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Plantago afra,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,2764815,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantago coronopus,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantago lagopus,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantago lanceolata,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,2764827,Least Concern,Stable,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantago major,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,1257878,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plumbago europaea,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Podarcis Wagler,",0,Animalia,Chordata,Squamata,,Lacertidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Podarcis ionicus,0,Animalia,Chordata,Squamata,,Lacertidae,204832746,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poecile lugubris,0,Animalia,Chordata,Aves,Passeriformes,Paridae,264553279,Least Concern,Unknown,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"Poecilimon Fischer,",0,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poecilimon artedentatus,0,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,226341219,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Polygonia egea,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211427070,Least Concern,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Polyommatus admetus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211396494,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polyommatus daphnis,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211418264,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polypogon viridis,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,13556201,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Populus nigra,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,68106816,Data Deficient,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potentilla recta,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunus persica,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pterocephalus papposus,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptyonoprogne rupestris,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,264590667,Least Concern,Stable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Purpuricenus budensis,0,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,45811774,Least Concern,Stable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pyrgus armoricanus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,211423825,Least Concern,Stable,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Pyronia tithonus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211402885,Least Concern,Decreasing,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Rapistrum rugosum,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulus ignicapilla,0,Animalia,Chordata,Aves,Passeriformes,Regulidae,166445678,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Remiz pendulinus,0,Animalia,Chordata,Aves,Passeriformes,Remizidae,199571653,Least Concern,Increasing,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Reseda lutea,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhus coriaria,0,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,112727303,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rostraria cristata,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubia peregrina,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubus sanctus,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex conglomeratus,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,5805797,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex pulcher,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,5775036,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvia verbenaca,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvia virgata,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvia viridis,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sambucus ebulus,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,2758237,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sanguisorba minor,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saponaria calabrica,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saponaria glutinosa,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Satyrium acaciae,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211424286,Least Concern,Decreasing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Satyrium ilicis,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211420323,Least Concern,Stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Satyrium spini,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211423313,Vulnerable,Decreasing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Satyrus ferula,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211426906,Least Concern,Unknown,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Saxicola rubicola,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Scolymus hispanicus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scorpiurus muricatus,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorzonera cana,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum acre,0,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,2758471,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum amplexicaule,0,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum hispanicum,0,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum rubens,0,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serinus serinus,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166411537,Least Concern,Decreasing,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Sideritis curvidens,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sideritis purpurea,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silene nocturna,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silene vulgaris,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,53798707,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silybum marianum,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,88329022,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sisymbrium officinale,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,2758495,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sitta europaea,0,Animalia,Chordata,Aves,Passeriformes,Sittidae,199569378,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sixalix atropurpurea,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smyrnium perfoliatum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sonchus asper,1,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonchus tenerrimus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorghum halepense,1,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spialia orbifer,0,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,211398162,Near Threatened,Decreasing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spilostethus saxatilis,0,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Stachys acutifolia,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stachys cretica,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stachys recta,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stictoleptura cordigera,0,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,87311675,Least Concern,Stable,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Stipa holosericea,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptopelia decaocto,1,Animalia,Chordata,Aves,Columbiformes,Columbidae,166435449,Least Concern,Stable,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Sylvia atricapilla,0,Animalia,Chordata,Aves,Passeriformes,Sylviidae,166384785,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Testudo marginata,0,Animalia,Chordata,Testudines,,Testudinidae,2777760,Least Concern,Stable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Teucrium chamaedrys,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,2762744,Least Concern,Stable,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teucrium flavum,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teucrium polium,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thesium bergeri,0,Plantae,Tracheophyta,Magnoliopsida,Santalales,Thesiaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymelicus sylvestris,0,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,211422958,Vulnerable,Decreasing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tordylium apulum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tordylium officinale,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torilis arvensis,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tremastelma palaestinum,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tribulus terrestris,0,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,84011807,Least Concern,Stable,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium angustifolium,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,20120853,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium campestre,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium lappaceum,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trifolium nigrescens,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7091959,Least Concern,Stable,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium pallidum,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7087914,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium pratense,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,20156449,Least Concern,Stable,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trifolium repens,1,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,7089783,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium scabrum,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,20157638,Least Concern,Stable,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigonella esculenta,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triodia adriaticus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Turdus merula,0,Animalia,Chordata,Aves,Passeriformes,Turdidae,264548442,Least Concern,Increasing,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Upupa epops,0,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,166215872,Least Concern,Stable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0
Urospermum picroides,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urtica dioica,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,78457212,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanessa cardui,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211421212,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Velezia rigida,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verbascum samniticum,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verbena officinalis,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,1040163,Least Concern,Stable,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veronica anagallis-aquatica,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,1019922,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veronica persica,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xerolenta obvia,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Geomitridae,5001875,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
